,Name,Location,Price,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Brand,New_Year
3968,Maruti Ciaz AT ZXi,Kochi,10577.42,2015,50979,Petrol,Automatic,First,19,1373,91,5,Maruti,9
3969,Volkswagen Vento Diesel Trendline,Chennai,6131.84,2011,41000,Diesel,Manual,First,20,1598,103,5,Volkswagen,13
3970,Hyundai i20 Asta,Chennai,6515.08,2011,24000,Petrol,Manual,First,17,1197,80,5,Hyundai,13
3971,Toyota Corolla Altis G,Hyderabad,7818.1,2008,44738,Petrol,Manual,First,14,1798,138,5,Toyota,16
3972,Honda City i DTEC VX,Kolkata,7511.5,2014,37298,Diesel,Manual,First,25,1498,98,5,Honda,10
3973,Maruti Swift VXI BSIV,Pune,5518.66,2014,42000,Petrol,Manual,Second,20,1197,81,5,Maruti,10
3974,Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Pune,52120.64,2016,45000,Diesel,Automatic,First,14,2143,203,5,Mercedes-Benz,8
3975,Toyota Innova 2.5 G (Diesel) 7 Seater,Mumbai,12646.92,2015,102000,Diesel,Manual,First,12,2494,100,7,Toyota,9
3976,Maruti Swift Lxi BSIII,Pune,1992.85,2011,70000,Petrol,Manual,First,16,1298,88,5,Maruti,13
3977,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,59862.09,2018,27467,Diesel,Automatic,First,19,2143,167,5,Mercedes-Benz,6
3978,Hyundai Grand i10 Asta,Kolkata,5748.6,2015,15305,Petrol,Manual,First,18,1197,82,5,Hyundai,9
3979,Maruti Wagon R LXI BS IV,Mumbai,3219.22,2010,70000,Petrol,Manual,First,18,998,67,5,Maruti,14
3980,Ford EcoSport 1.5 TDCi Titanium,Hyderabad,13490.05,2016,36778,Diesel,Manual,First,22,1498,98,5,Ford,8
3981,Volkswagen Polo 1.2 MPI Comfortline,Coimbatore,8952.49,2015,25845,Petrol,Manual,First,16,1198,74,5,Volkswagen,9
3982,Hyundai Verna 1.6 VTVT AT SX,Kochi,13842.63,2018,33858,Petrol,Automatic,First,17,1591,121,5,Hyundai,6
3983,Renault KWID AMT RXL,Ahmedabad,4982.12,2017,12000,Petrol,Automatic,Second,24,999,67,5,Renault,7
3984,Honda Brio S Option AT,Coimbatore,7511.5,2013,33709,Petrol,Automatic,First,16,1198,86,5,Honda,11
3985,Ford Figo Aspire 1.2 Ti-VCT Titanium,Kochi,9902.92,2018,32709,Petrol,Manual,First,18,1196,86,5,Ford,6
3986,Toyota Fortuner 3.0 Diesel,Bangalore,28359.76,2014,72000,Diesel,Manual,Second,11,2982,171,7,Toyota,10
3987,Tata Indigo eCS eLX BS IV,Ahmedabad,4138.99,2013,31000,Diesel,Manual,First,25,1396,69,5,Tata,11
3988,Ford Figo 2015-2019 1.5D Ambiente MT,Chennai,7051.62,2016,70000,Diesel,Manual,First,25,1498,99,5,Ford,8
3989,Maruti Swift Dzire VDI,Jaipur,8201.34,2014,61000,Diesel,Manual,First,23,1248,74,5,Maruti,10
3990,Nissan Micra Diesel XV Primo,Pune,3525.81,2011,72000,Diesel,Manual,First,23,1461,63,5,Nissan,13
3991,Skoda Octavia Style Plus 2.0 TDI AT,Delhi,23684.23,2016,49000,Diesel,Automatic,First,19,1968,141,5,Skoda,8
3992,Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Hyderabad,19146.67,2014,42939,Diesel,Automatic,First,16,1968,138,5,Volkswagen,10
3993,Audi Q7 35 TDI Quattro Technology,Coimbatore,74747.13,2016,32545,Diesel,Automatic,First,12,2967,241,7,Audi,8
3994,Hyundai i20 1.2 Sportz,Pune,4905.47,2011,54000,Petrol,Manual,First,17,1197,80,5,Hyundai,13
3995,BMW 3 Series 320d Corporate Edition,Delhi,13413.4,2012,76000,Diesel,Automatic,First,16,1995,181,4,BMW,12
3996,Hyundai i20 Active 1.4 SX Dual Tone,Kolkata,9182.43,2015,27000,Diesel,Manual,First,21,1396,88,5,Hyundai,9
3997,Mahindra Scorpio 2.6 DX,Chennai,4445.58,2005,120000,Diesel,Manual,Second,12,2609,116,8,Mahindra,19
3998,Audi A4 3.2 FSI Tiptronic Quattro,Hyderabad,27593.28,2012,125000,Petrol,Automatic,First,10,3197,112,0,Audi,12
3999,Ford Figo Diesel EXI,Kolkata,2759.33,2011,37000,Diesel,Manual,First,20,1399,68,5,Ford,13
4000,Honda Accord 2.4 Inspire M/T,Mumbai,9581.0,2012,42000,Petrol,Manual,First,9,2354,180,5,Honda,12
4001,Hyundai i20 Sportz 1.4 CRDi,Bangalore,8354.63,2013,60000,Diesel,Manual,First,21,1396,88,5,Hyundai,11
4002,Jaguar XF 2.2 Litre Luxury,Mumbai,80480.4,2018,3000,Diesel,Automatic,First,16,2179,187,5,Jaguar,6
4003,Hyundai Verna 1.6 SX VTVT (O) AT,Mumbai,8584.58,2013,44000,Petrol,Automatic,First,17,1591,121,5,Hyundai,11
4004,Honda City i VTEC VX Option,Kolkata,9887.59,2014,37000,Petrol,Manual,First,17,1497,117,5,Honda,10
4005,Hyundai i20 Asta Optional with Sunroof 1.2,Mumbai,5671.95,2012,50000,Petrol,Manual,First,18,1197,82,5,Hyundai,12
4006,Honda Brio S MT,Chennai,5350.03,2013,58581,Petrol,Manual,First,19,1198,86,5,Honda,11
4007,Hyundai i20 Sportz 1.4 CRDi,Kolkata,5442.01,2013,25500,Diesel,Manual,First,21,1396,88,5,Hyundai,11
4008,Maruti Grand Vitara 2.4 MT,Mumbai,13796.64,2017,25000,Petrol,Manual,First,10,2393,163,5,Maruti,7
4009,Maruti A-Star Vxi,Hyderabad,4138.99,2011,53766,Petrol,Manual,First,19,998,66,5,Maruti,13
4010,Fiat Punto 1.3 Emotion,Pune,3985.7,2011,45271,Diesel,Manual,First,20,1616,112,5,Fiat,13
4011,Maruti Alto LXi,Chennai,2299.44,2006,68000,Petrol,Manual,First,19,796,46,5,Maruti,18
4012,Mahindra XUV500 W10 2WD,Jaipur,24374.06,2017,40000,Diesel,Manual,First,16,2179,140,7,Mahindra,7
4013,Maruti Swift RS VDI,Hyderabad,7971.39,2013,73212,Diesel,Manual,First,22,1248,74,5,Maruti,11
4014,BMW X1 sDrive20d,Mumbai,24910.6,2014,69000,Diesel,Automatic,First,17,1995,184,5,BMW,10
4015,Volkswagen Passat 2.0 PD DSG,Mumbai,5074.1,2007,61932,Diesel,Automatic,Second,14,1968,140,5,Volkswagen,17
4016,BMW X3 xDrive20d,Bangalore,36791.04,2012,52000,Diesel,Automatic,First,16,1995,184,5,BMW,12
4017,Maruti Ritz VXi,Kolkata,3832.4,2011,150000,Petrol,Manual,First,18,1197,85,5,Maruti,13
4018,Hyundai i20 Sportz 1.4 CRDi,Jaipur,5978.54,2013,70933,Diesel,Manual,Second,21,1396,88,5,Hyundai,11
4019,Maruti Swift VDI BSIV,Kolkata,5901.9,2013,115195,Diesel,Manual,First,25,1248,74,5,Maruti,11
4020,Mercedes-Benz New C-Class 200 Kompressor,Delhi,13490.05,2011,62148,Petrol,Manual,First,11,1796,178,5,Mercedes-Benz,13
4021,Toyota Corolla Altis 1.8 GL,Chennai,7588.15,2009,32000,Petrol,Manual,Second,14,1798,138,5,Toyota,15
4022,Hyundai Verna 1.6 SX CRDi (O),Kolkata,8814.52,2014,58000,Diesel,Manual,First,22,1582,126,5,Hyundai,10
4023,Renault Duster 110PS Diesel RxZ,Kochi,9458.36,2014,68598,Diesel,Manual,First,19,1461,108,5,Renault,10
4024,Maruti Swift Ldi BSIII,Chennai,5288.71,2010,84072,Diesel,Manual,First,17,1248,75,5,Maruti,14
4025,Maruti Alto K10 VXI,Jaipur,4905.47,2016,51264,Petrol,Manual,First,24,998,67,5,Maruti,8
4026,Hyundai Creta 1.6 SX Plus Petrol Automatic,Coimbatore,20679.63,2017,21363,Petrol,Automatic,First,13,1591,121,5,Hyundai,7
4027,Mercedes-Benz CLA 200 CGI Sport,Delhi,37557.52,2016,40000,Petrol,Automatic,First,15,1991,183,5,Mercedes-Benz,8
4028,Honda CR-V 2.4 4WD AT,Kolkata,22534.51,2015,35000,Petrol,Automatic,First,10,2354,152,5,Honda,9
4029,Ford Ecosport 1.5 DV5 MT Trend,Hyderabad,9197.76,2014,55000,Diesel,Manual,First,22,1498,89,5,Ford,10
4030,Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,Coimbatore,52396.57,2016,43252,Diesel,Automatic,First,13,2143,204,5,Mercedes-Benz,8
4031,Hyundai Grand i10 CRDi Magna,Delhi,5365.36,2014,42000,Diesel,Manual,First,24,1120,70,5,Hyundai,10
4032,Ford Fiesta 1.4 Duratec ZXI,Hyderabad,3295.86,2006,69000,Petrol,Manual,First,16,1388,68,5,Ford,18
4033,Hyundai Creta 1.6 SX Automatic Diesel,Kolkata,17245.8,2018,14000,Diesel,Automatic,First,17,1582,126,5,Hyundai,6
4034,Maruti A-Star Lxi,Delhi,3065.92,2010,70000,Petrol,Manual,First,19,998,66,5,Maruti,14
4035,Maruti Ritz LDi,Kochi,6545.74,2015,35314,Diesel,Manual,First,23,1248,73,5,Maruti,9
4036,Honda City i VTEC SV,Kochi,11773.13,2017,38691,Petrol,Manual,First,17,1497,117,5,Honda,7
4037,Toyota Innova 2.5 GX (Diesel) 7 Seater,Coimbatore,22258.58,2017,72717,Diesel,Manual,First,12,2494,100,7,Toyota,7
4038,Mercedes-Benz R-Class R350 4Matic Long,Mumbai,25830.38,2011,82000,Petrol,Automatic,Second,11,3498,272,7,Mercedes-Benz,13
4039,Skoda Rapid 1.5 TDI Elegance,Mumbai,8814.52,2015,44000,Diesel,Manual,First,21,1498,103,5,Skoda,9
4040,Ford Ecosport 1.5 Ti VCT MT Titanium,Mumbai,12723.57,2017,27000,Petrol,Manual,First,15,1499,110,5,Ford,7
4041,Maruti Celerio VXI AT,Chennai,6055.19,2014,18500,Petrol,Automatic,First,23,998,67,5,Maruti,10
4042,Volkswagen Vento Petrol Highline,Mumbai,7358.21,2014,45000,Petrol,Manual,First,15,1598,103,5,Volkswagen,10
4043,Volvo XC60 D5,Ahmedabad,18395.52,2011,173000,Diesel,Automatic,First,13,2400,215,5,Volvo,13
4044,Toyota Etios Cross 1.4 GD,Ahmedabad,9581.0,2017,42000,Diesel,Manual,First,23,1364,67,5,Toyota,7
4045,Tata Indica Vista TDI LX,Jaipur,3832.4,2012,90000,Diesel,Manual,First,19,1405,70,5,Tata,12
4046,Honda City i VTEC CVT VX,Pune,11497.2,2014,82329,Petrol,Automatic,First,18,1497,117,5,Honda,10
4047,Honda City 1.5 V MT,Delhi,5365.36,2010,80302,Petrol,Manual,First,17,1497,118,5,Honda,14
4048,Skoda Octavia Rider Classic 1.9 TDI,Hyderabad,3050.59,2005,105000,Diesel,Manual,First,18,1896,66,5,Skoda,19
4049,Toyota Corolla 1.8 J,Kolkata,3449.16,2009,60000,Petrol,Manual,First,14,1798,138,5,Toyota,15
4050,Toyota Etios G,Delhi,4982.12,2014,70000,Petrol,Manual,First,16,1496,88,5,Toyota,10
4051,BMW X1 sDrive20d,Bangalore,43689.36,2016,45000,Diesel,Automatic,First,17,1995,184,5,BMW,8
4052,Honda City ZX CVT,Kolkata,2299.44,2006,44000,Petrol,Automatic,First,16,1497,78,5,Honda,18
4053,Hyundai i20 Sportz 1.4 CRDi,Delhi,10730.72,2017,25500,Diesel,Manual,First,22,1396,88,5,Hyundai,7
4054,Mercedes-Benz E-Class E350 CDI,Delhi,42156.4,2014,68000,Diesel,Automatic,First,13,2987,261,5,Mercedes-Benz,10
4055,Hyundai Creta 1.6 CRDi SX Option,Ahmedabad,16096.08,2015,61786,Diesel,Manual,First,19,1582,126,5,Hyundai,9
4056,Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,Jaipur,32958.64,2014,65000,Diesel,Automatic,Second,15,1968,174,5,Audi,10
4057,Land Rover Discovery Sport TD4 HSE,Delhi,53653.6,2016,77000,Diesel,Automatic,First,12,2179,147,5,Land,8
4058,Skoda Rapid 1.5 TDI AT Elegance Plus,Hyderabad,12248.35,2015,34000,Diesel,Automatic,First,21,1498,103,5,Skoda,9
4059,Maruti Celerio VXI AT,Coimbatore,7480.84,2015,59751,Petrol,Automatic,First,23,998,67,5,Maruti,9
4060,Audi RS5 Coupe,Mumbai,62084.88,2013,23312,Petrol,Automatic,First,11,2894,444,4,Audi,11
4061,Maruti Ciaz ZXi Plus,Mumbai,10040.89,2015,30000,Petrol,Manual,First,20,1373,91,5,Maruti,9
4062,Audi Q5 2.0 TDI Premium Plus,Coimbatore,45436.93,2015,60146,Diesel,Automatic,First,14,1968,174,5,Audi,9
4063,Ford Figo Diesel Titanium,Coimbatore,6653.05,2013,44731,Diesel,Manual,Second,20,1399,68,5,Ford,11
4064,Ford Ecosport 1.0 Ecoboost Titanium,Kochi,9535.01,2014,43316,Petrol,Manual,First,18,999,123,5,Ford,10
4065,Honda City 1.5 S MT,Delhi,3449.16,2009,92000,Petrol,Manual,Second,17,1497,118,5,Honda,15
4066,Jaguar XF 2.2 Litre Luxury,Hyderabad,58252.48,2015,50000,Diesel,Automatic,First,16,2179,187,5,Jaguar,9
4067,Maruti Swift VXI BSIV,Mumbai,3295.86,2008,69000,Petrol,Manual,Second,20,1197,81,5,Maruti,16
4068,BMW 5 Series 520d Luxury Line,Coimbatore,34414.95,2014,60280,Diesel,Automatic,First,22,1995,190,5,BMW,10
4069,Mercedes-Benz B Class B200 CDI,Coimbatore,31992.88,2017,48161,Diesel,Automatic,First,15,2143,107,5,Mercedes-Benz,7
4070,Honda Brio S MT,Mumbai,4752.18,2013,41000,Petrol,Manual,First,19,1198,86,5,Honda,11
4071,Hyundai i20 Sportz 1.2,Mumbai,9121.11,2016,6000,Petrol,Manual,First,18,1197,81,5,Hyundai,8
4072,Tata Indica V2 DLG TC,Mumbai,1318.35,2006,133000,Diesel,Manual,Second,16,1405,68,5,Tata,18
4073,Toyota Fortuner 3.0 Diesel,Delhi,14179.88,2010,76000,Diesel,Manual,First,11,2982,171,7,Toyota,14
4074,Hyundai i10 Sportz 1.1L,Mumbai,3449.16,2011,15590,Petrol,Manual,First,19,1086,68,5,Hyundai,13
4075,Hyundai i20 1.2 Sportz Option,Kochi,9397.04,2016,69681,Petrol,Manual,First,17,1197,80,5,Hyundai,8
4076,Maruti Baleno LXI - BSIII,Kochi,2774.66,2006,70362,Petrol,Manual,Second,15,1590,112,5,Maruti,18
4077,Honda Amaze S AT i-Vtech,Pune,5809.92,2014,49112,Petrol,Automatic,Second,15,1198,86,5,Honda,10
4078,Land Rover Range Rover 3.0 Diesel LWB Vogue,Hyderabad,245273.6,2017,25000,Diesel,Automatic,First,13,2993,255,5,Land,7
4079,Toyota Etios Liva GD,Mumbai,5518.66,2011,74000,Diesel,Manual,First,23,1364,112,5,Toyota,13
4080,Hyundai i10 Sportz 1.2 AT,Pune,5901.9,2013,15200,Petrol,Automatic,Second,16,1197,78,5,Hyundai,11
4081,Volkswagen Polo Diesel Trendline 1.2L,Hyderabad,6898.32,2013,86300,Diesel,Manual,First,22,1199,73,5,Volkswagen,11
4082,Maruti Baleno RS Petrol,Coimbatore,13198.79,2018,26731,Petrol,Manual,First,21,998,100,5,Maruti,6
4083,Hyundai i20 Sportz 1.4 CRDi,Ahmedabad,9964.24,2016,74000,Diesel,Manual,First,21,1396,88,5,Hyundai,8
4084,Toyota Corolla H4,Chennai,3985.7,2005,83929,Petrol,Automatic,First,11,1794,125,5,Toyota,19
4085,Toyota Innova 2.5 VX (Diesel) 7 Seater,Pune,22994.4,2015,65000,Diesel,Manual,First,12,2494,100,7,Toyota,9
4086,Maruti Celerio VXI AT Optional,Pune,7204.91,2017,20000,Petrol,Automatic,First,23,998,67,5,Maruti,7
4087,Skoda Octavia Elegance 2.0 TDI AT,Hyderabad,19913.15,2015,122086,Diesel,Automatic,First,19,1968,141,5,Skoda,9
4088,Honda Mobilio S i VTEC,Kochi,11221.27,2018,35442,Petrol,Manual,First,17,1497,117,7,Honda,6
4089,Hyundai Verna 1.6 CRDi SX,Delhi,9964.24,2015,62542,Diesel,Manual,Second,23,1582,126,5,Hyundai,9
4090,Honda City 1.5 S MT,Coimbatore,8691.88,2012,26671,Petrol,Manual,Second,17,1497,118,5,Honda,12
4091,Ford Classic 1.4 Duratorq Titanium,Chennai,4598.88,2014,83500,Diesel,Manual,Second,19,1399,67,5,Ford,10
4092,Maruti Ciaz ZDi,Delhi,8431.28,2015,46166,Diesel,Manual,Second,26,1248,88,5,Maruti,9
4093,Maruti Wagon R VXI BS IV,Pune,5135.42,2015,25200,Petrol,Manual,First,18,998,67,5,Maruti,9
4094,Audi A4 3.0 TDI Quattro,Coimbatore,38354.66,2015,35463,Diesel,Automatic,First,14,2967,241,5,Audi,9
4095,Toyota Camry Hybrid 2.5,Coimbatore,40025.59,2017,23249,Petrol,Automatic,First,19,2487,175,5,Toyota,7
4096,Hyundai i20 Asta 1.2,Coimbatore,10868.69,2016,40310,Petrol,Manual,First,18,1197,81,5,Hyundai,8
4097,Maruti SX4 Green Vxi (CNG),Delhi,4062.34,2012,82069,CNG,Manual,First,21,1586,103,5,Maruti,12
4098,Hyundai Grand i10 1.2 Kappa Asta,Delhi,9964.24,2018,10000,Petrol,Manual,First,18,1197,81,5,Hyundai,6
4099,Volkswagen Polo Diesel Trendline 1.2L,Chennai,6898.32,2012,94000,Diesel,Manual,First,22,1199,73,5,Volkswagen,12
4100,BMW X5 xDrive 30d M Sport,Chennai,87378.72,2016,45000,Diesel,Automatic,First,15,2993,258,5,BMW,8
4101,Volkswagen Polo Petrol Comfortline 1.2L,Kochi,5855.91,2012,52818,Petrol,Manual,First,16,1198,73,5,Volkswagen,12
4102,Renault Duster 85PS Diesel RxE,Jaipur,8048.04,2013,61238,Diesel,Manual,First,20,1461,83,5,Renault,11
4103,Skoda Superb Style 1.8 TSI AT,Coimbatore,25769.06,2016,54253,Petrol,Automatic,First,14,1798,177,5,Skoda,8
4104,Audi Q5 2.0 TDI,Delhi,32958.64,2013,71000,Diesel,Automatic,First,14,1968,174,5,Audi,11
4105,Maruti Baleno Delta 1.3,Hyderabad,13030.16,2017,20000,Diesel,Manual,First,27,1248,74,5,Maruti,7
4106,Volkswagen Polo Petrol Comfortline 1.2L,Delhi,4982.12,2013,75000,Petrol,Manual,First,16,1198,73,5,Volkswagen,11
4107,Mitsubishi Pajero Sport 4X4 AT,Coimbatore,41558.55,2019,11827,Diesel,Automatic,First,13,2477,175,6,Mitsubishi,5
4108,Maruti Ciaz VXi Plus,Mumbai,9121.11,2015,51579,Petrol,Manual,First,20,1373,91,5,Maruti,9
4109,Renault Duster 85PS Diesel RxL Option,Kochi,10408.8,2015,65178,Diesel,Manual,First,19,1461,83,5,Renault,9
4110,Hyundai EON D Lite Plus Option,Mumbai,3909.05,2016,25350,Petrol,Manual,First,21,814,55,5,Hyundai,8
4111,Honda CR-V 2.4 MT,Pune,5671.95,2008,92000,Petrol,Manual,Second,10,2354,152,5,Honda,16
4112,Hyundai Verna 1.6 SX VTVT,Bangalore,10347.48,2014,45000,Petrol,Manual,Second,17,1591,121,5,Hyundai,10
4113,Toyota Corolla Altis JS MT,Kolkata,10654.07,2015,46000,Petrol,Manual,First,14,1798,138,5,Toyota,9
4114,Maruti SX4 ZXI MT BSIV,Kochi,4261.63,2011,79940,Petrol,Manual,First,15,1586,103,5,Maruti,13
4115,Volkswagen Polo Petrol Comfortline 1.2L,Coimbatore,9473.69,2016,28851,Petrol,Manual,First,16,1198,73,5,Volkswagen,8
4116,Audi Q5 30 TDI quattro Premium Plus,Bangalore,55186.56,2015,63000,Diesel,Automatic,First,14,1968,174,5,Audi,9
4117,Honda City 1.5 V MT,Coimbatore,8906.5,2012,77283,Petrol,Manual,First,17,1497,118,5,Honda,12
4118,Maruti Wagon R VXI,Pune,5227.39,2014,38958,Petrol,Manual,First,22,998,67,5,Maruti,10
4119,Mitsubishi Pajero Sport 4X4 AT,Bangalore,40623.44,2018,8900,Diesel,Automatic,First,13,2477,175,6,Mitsubishi,6
4120,Skoda Octavia Elegance 1.8 TSI AT,Hyderabad,24527.36,2015,38000,Petrol,Automatic,First,14,1798,177,5,Skoda,9
4121,Hyundai Creta 1.6 CRDi SX Option,Kochi,18594.8,2017,44887,Diesel,Manual,First,19,1582,126,5,Hyundai,7
4122,Maruti Alto LXi BSIII,Hyderabad,2759.33,2009,85000,Petrol,Manual,Second,19,796,46,5,Maruti,15
4123,Honda City V MT,Pune,9581.0,2013,100000,Petrol,Manual,First,16,1497,116,5,Honda,11
4124,Datsun redi-GO S,Chennai,4215.64,2016,26239,Petrol,Manual,First,22,799,53,5,Datsun,8
4125,Skoda Yeti Ambition 4WD,Pune,9197.76,2011,97000,Diesel,Manual,First,17,1968,138,5,Skoda,13
4126,Mercedes-Benz B Class B180,Delhi,17721.02,2013,28000,Petrol,Automatic,First,14,1595,120,5,Mercedes-Benz,11
4127,Volkswagen Polo GT TSI,Mumbai,7971.39,2014,20364,Petrol,Automatic,Second,17,1197,103,5,Volkswagen,10
4128,Ford EcoSport 1.5 TDCi Titanium,Coimbatore,11527.86,2014,64637,Diesel,Manual,First,22,1498,98,5,Ford,10
4129,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Coimbatore,19146.67,2017,15731,Petrol,Manual,First,15,1591,121,5,Hyundai,7
4130,Toyota Fortuner 2.8 2WD MT,Coimbatore,54910.63,2019,56251,Diesel,Manual,First,14,2755,174,7,Toyota,5
4131,Maruti Swift Dzire ZXI,Chennai,9581.0,2017,28000,Petrol,Manual,First,20,1197,83,5,Maruti,7
4132,Hyundai i20 1.2 Asta with AVN,Coimbatore,9535.01,2015,20045,Petrol,Manual,First,17,1197,80,5,Hyundai,9
4133,Honda BR-V i-VTEC S MT,Bangalore,12294.34,2016,34004,Petrol,Manual,First,15,1497,117,7,Honda,8
4134,Maruti Celerio ZXI,Mumbai,5748.6,2014,21000,Petrol,Manual,First,23,998,67,5,Maruti,10
4135,Mercedes-Benz E-Class 2009-2013 E350 Petrol,Mumbai,18012.28,2009,68001,Petrol,Automatic,Second,10,3498,272,5,Mercedes-Benz,15
4136,Hyundai i10 Magna 1.2 iTech SE,Kolkata,3449.16,2012,31000,Petrol,Manual,First,20,1197,78,5,Hyundai,12
4137,Toyota Etios Liva V,Mumbai,5442.01,2013,8950,Petrol,Manual,First,17,1197,78,5,Toyota,11
4138,Mercedes-Benz E-Class 2015-2017 E250 Edition E,Coimbatore,58482.42,2017,43477,Diesel,Automatic,First,15,2143,204,5,Mercedes-Benz,7
4139,Hyundai EON D Lite Plus,Ahmedabad,4077.67,2015,20000,Petrol,Manual,First,21,814,55,5,Hyundai,9
4140,Maruti Wagon R CNG LXI,Mumbai,4368.94,2014,47200,CNG,Manual,First,33,998,67,5,Maruti,10
4141,Honda City 1.5 S MT,Bangalore,7588.15,2011,60000,Petrol,Manual,First,17,1497,118,5,Honda,13
4142,Mercedes-Benz S-Class 280 AT,Chennai,9964.24,2003,111000,Petrol,Automatic,First,13,2987,210,5,Mercedes-Benz,21
4143,Tata Indigo CS eVX,Pune,3679.1,2016,52000,Diesel,Manual,Second,25,1396,69,5,Tata,8
4144,Hyundai Creta 1.6 VTVT S,Pune,19162.0,2016,26000,Petrol,Manual,First,15,1591,121,5,Hyundai,8
4145,Maruti Wagon R LXI BS IV,Pune,4598.88,2013,32425,Petrol,Manual,First,20,998,67,5,Maruti,11
4146,Maruti Dzire VDI,Kochi,10224.84,2017,54758,Diesel,Manual,First,28,1248,73,5,Maruti,7
4147,Ford Ikon 1.3 Flair,Coimbatore,3019.93,2008,59833,Petrol,Manual,Fourth & Above,13,1299,70,5,Ford,16
4148,Volkswagen Polo Petrol Comfortline 1.2L,Kolkata,4292.29,2013,30000,Petrol,Manual,First,16,1198,73,5,Volkswagen,11
4149,Hyundai i10 Magna 1.2,Jaipur,4062.34,2011,40496,Petrol,Manual,First,20,1197,78,5,Hyundai,13
4150,Chevrolet Enjoy 1.3 TCDi LTZ 8,Chennai,7281.56,2014,45000,Diesel,Manual,First,18,1248,73,8,Chevrolet,10
4151,Land Rover Range Rover 3.0 D,Mumbai,24695.99,2003,75000,Diesel,Automatic,Second,17,1616,112,5,Land,21
4152,Mercedes-Benz E-Class 200 Kompressor Elegance,Bangalore,29126.24,2011,34000,Petrol,Automatic,Second,10,1796,157,5,Mercedes-Benz,13
4153,Maruti Swift Vdi BSIII,Bangalore,6898.32,2012,62000,Diesel,Manual,First,17,1248,75,5,Maruti,12
4154,Mahindra XUV500 W8 4WD,Hyderabad,12646.92,2012,123600,Diesel,Manual,First,15,2179,140,7,Mahindra,12
4155,Toyota Etios Liva G,Pune,5365.36,2014,80102,Petrol,Manual,First,17,1197,78,5,Toyota,10
4156,Mahindra XUV500 W8 4WD,Pune,13030.16,2013,55000,Diesel,Manual,First,15,2179,140,7,Mahindra,11
4157,Hyundai Creta 1.6 VTVT S,Hyderabad,13796.64,2015,48200,Petrol,Manual,First,15,1591,121,5,Hyundai,9
4158,Honda City i DTEC SV,Hyderabad,10347.48,2014,90000,Diesel,Manual,First,26,1498,98,5,Honda,10
4159,Maruti Swift Dzire VDi,Hyderabad,8277.98,2014,123900,Diesel,Manual,First,19,1248,73,5,Maruti,10
4160,Maruti Wagon R LXI BS IV,Delhi,5365.36,2015,13008,Petrol,Manual,First,20,998,67,5,Maruti,9
4161,Hyundai EON Era Plus,Hyderabad,3985.7,2012,60500,Petrol,Manual,First,21,814,55,5,Hyundai,12
4162,Toyota Innova Crysta 2.8 ZX AT,Bangalore,31425.68,2017,53841,Diesel,Automatic,First,11,2755,171,7,Toyota,7
4163,Hyundai Creta 1.6 SX Option,Kochi,17337.78,2017,47183,Petrol,Manual,Second,15,1591,121,5,Hyundai,7
4164,Maruti Wagon R VXI Plus,Kolkata,6898.32,2018,10000,Petrol,Manual,First,20,998,67,5,Maruti,6
4165,Mercedes-Benz GL-Class 350 CDI Blue Efficiency,Chennai,85845.76,2015,45000,Diesel,Automatic,First,11,2987,254,7,Mercedes-Benz,9
4166,Maruti Celerio VXI,Kochi,7971.39,2017,3923,Petrol,Manual,First,23,998,67,5,Maruti,7
4167,Mahindra Scorpio SLE BSIV,Delhi,8048.04,2011,85000,Diesel,Manual,First,12,2179,120,8,Mahindra,13
4168,Datsun redi-GO T Option,Kochi,5518.66,2018,6279,Petrol,Manual,First,22,799,53,5,Datsun,6
4169,Fiat Grande Punto EVO 1.3 Active,Pune,5058.77,2014,74500,Diesel,Manual,First,21,1248,75,5,Fiat,10
4170,Hyundai Elantra CRDi SX,Kolkata,8967.82,2013,42000,Diesel,Manual,First,22,1582,126,5,Hyundai,11
4171,Maruti Swift Dzire LXI,Delhi,5978.54,2014,56510,Petrol,Manual,First,19,1197,85,5,Maruti,10
4172,Audi A4 2.0 TDI Multitronic,Delhi,12233.02,2009,88000,Diesel,Automatic,First,16,1968,140,5,Audi,15
4173,Honda Brio VX AT,Mumbai,6591.73,2014,36631,Petrol,Automatic,First,16,1198,86,5,Honda,10
4174,Maruti Wagon R LXI BS IV,Kolkata,3449.16,2011,34000,Petrol,Manual,First,18,998,67,5,Maruti,13
4175,Hyundai i10 Magna 1.1,Ahmedabad,4905.47,2013,49000,Petrol,Manual,First,19,1086,68,5,Hyundai,11
4176,Hyundai Verna 1.6 SX,Hyderabad,10040.89,2012,65254,Diesel,Manual,First,22,1582,126,5,Hyundai,12
4177,Hyundai Verna 1.6 SX,Bangalore,10577.42,2014,95000,Diesel,Manual,Second,22,1582,126,5,Hyundai,10
4178,Maruti Ritz VDi,Chennai,4522.23,2009,83000,Diesel,Manual,First,23,1248,73,5,Maruti,15
